run_index,seed,dynamic_rates_elapsed_years,dynamic_rates_event_total,dynamic_rates_final_forest_pct,dynamic_rates_final_forested,dynamic_rates_final_permanent_agriculture,dynamic_rates_final_burned,dynamic_rates_final_logged_degraded,dynamic_rates_final_other_temp_disturbance,dynamic_rates_final_settlement_infrastructure,dynamic_rates_to_ag,dynamic_rates_to_burned,dynamic_rates_to_logged,dynamic_rates_to_other,dynamic_rates_to_settlement,dynamic_rates_to_forested,fixed_rates_elapsed_years,fixed_rates_event_total,fixed_rates_final_forest_pct,fixed_rates_final_forested,fixed_rates_final_permanent_agriculture,fixed_rates_final_burned,fixed_rates_final_logged_degraded,fixed_rates_final_other_temp_disturbance,fixed_rates_final_settlement_infrastructure,fixed_rates_to_ag,fixed_rates_to_burned,fixed_rates_to_logged,fixed_rates_to_other,fixed_rates_to_settlement,fixed_rates_to_forested
1,42,24.498646883974768,64,96.0,1536,57,5,1,1,0,57,5,1,1,0,0,26.39377651908795,63,96.0625,1537,52,3,0,8,0,52,3,0,8,0,0
